영역,유형,표준점수,남자,여자
과학탐구,지구과학 II,36,10,6
직업탐구,성공적인 직업생활,82,6,5
직업탐구,성공적인 직업생활,80,3,1
직업탐구,성공적인 직업생활,79,18,10
직업탐구,성공적인 직업생활,77,6,4
직업탐구,성공적인 직업생활,76,27,18
직업탐구,성공적인 직업생활,75,0,2
직업탐구,성공적인 직업생활,74,13,6
직업탐구,성공적인 직업생활,73,22,10
직업탐구,성공적인 직업생활,72,5,1
직업탐구,성공적인 직업생활,71,17,7
직업탐구,성공적인 직업생활,70,18,11
직업탐구,성공적인 직업생활,69,7,4
직업탐구,성공적인 직업생활,68,26,13
직업탐구,성공적인 직업생활,67,18,12
직업탐구,성공적인 직업생활,66,7,6
직업탐구,성공적인 직업생활,65,30,24
직업탐구,성공적인 직업생활,64,22,17
직업탐구,성공적인 직업생활,63,20,16
직업탐구,성공적인 직업생활,62,29,19
직업탐구,성공적인 직업생활,61,21,11
직업탐구,성공적인 직업생활,60,26,36
직업탐구,성공적인 직업생활,59,47,33
직업탐구,성공적인 직업생활,58,41,28
직업탐구,성공적인 직업생활,57,43,28
직업탐구,성공적인 직업생활,56,40,40
직업탐구,성공적인 직업생활,55,55,47
직업탐구,성공적인 직업생활,54,42,48
직업탐구,성공적인 직업생활,53,65,60
직업탐구,성공적인 직업생활,52,46,76
직업탐구,성공적인 직업생활,51,50,50
직업탐구,성공적인 직업생활,50,60,77
직업탐구,성공적인 직업생활,49,70,73
직업탐구,성공적인 직업생활,48,67,76
직업탐구,성공적인 직업생활,47,60,77
직업탐구,성공적인 직업생활,46,77,67
직업탐구,성공적인 직업생활,45,72,81
직업탐구,성공적인 직업생활,44,67,72
직업탐구,성공적인 직업생활,43,116,83
직업탐구,성공적인 직업생활,42,113,83
직업탐구,성공적인 직업생활,41,54,52
직업탐구,성공적인 직업생활,40,93,80
직업탐구,성공적인 직업생활,39,227,99
직업탐구,성공적인 직업생활,38,34,36
직업탐구,성공적인 직업생활,37,37,16
직업탐구,성공적인 직업생활,36,17,7
직업탐구,성공적인 직업생활,35,14,6
직업탐구,성공적인 직업생활,34,15,5
직업탐구,성공적인 직업생활,32,6,4
직업탐구,농업 기초 기술,83,2,0
직업탐구,농업 기초 기술,80,2,1
직업탐구,농업 기초 기술,79,1,0
직업탐구,농업 기초 기술,78,1,0
직업탐구,농업 기초 기술,77,0,2
직업탐구,농업 기초 기술,76,1,0
직업탐구,농업 기초 기술,75,2,0
직업탐구,농업 기초 기술,74,2,1
직업탐구,농업 기초 기술,73,2,1
직업탐구,농업 기초 기술,72,7,2
직업탐구,농업 기초 기술,71,4,0
직업탐구,농업 기초 기술,70,1,2
직업탐구,농업 기초 기술,69,2,3
직업탐구,농업 기초 기술,68,1,1
직업탐구,농업 기초 기술,67,0,2
직업탐구,농업 기초 기술,66,4,3
직업탐구,농업 기초 기술,65,0,3
직업탐구,농업 기초 기술,64,3,1
직업탐구,농업 기초 기술,63,2,4
직업탐구,농업 기초 기술,62,0,1
직업탐구,농업 기초 기술,61,2,2
직업탐구,농업 기초 기술,60,3,3
직업탐구,농업 기초 기술,59,2,1
직업탐구,농업 기초 기술,58,1,2
직업탐구,농업 기초 기술,57,3,1
직업탐구,농업 기초 기술,56,2,3
직업탐구,농업 기초 기술,55,1,1
직업탐구,농업 기초 기술,54,2,2
직업탐구,농업 기초 기술,53,7,7
직업탐구,농업 기초 기술,52,6,6
직업탐구,농업 기초 기술,51,10,4
직업탐구,농업 기초 기술,50,4,6
직업탐구,농업 기초 기술,49,7,7
직업탐구,농업 기초 기술,48,10,7
직업탐구,농업 기초 기술,47,7,6
직업탐구,농업 기초 기술,46,49,29
직업탐구,농업 기초 기술,45,24,20
직업탐구,농업 기초 기술,44,7,4
직업탐구,농업 기초 기술,43,14,9
직업탐구,농업 기초 기술,42,7,5
직업탐구,농업 기초 기술,41,14,4
직업탐구,농업 기초 기술,40,5,6
직업탐구,농업 기초 기술,39,1,5
직업탐구,농업 기초 기술,38,0,2
직업탐구,농업 기초 기술,37,6,2
직업탐구,농업 기초 기술,36,2,1
직업탐구,농업 기초 기술,34,4,0
직업탐구,공업 일반,73,9,1
직업탐구,공업 일반,72,5,1
직업탐구,공업 일반,71,18,6
직업탐구,공업 일반,69,27,6
직업탐구,공업 일반,68,6,0
직업탐구,공업 일반,67,22,3
직업탐구,공업 일반,66,13,4
직업탐구,공업 일반,65,29,6
직업탐구,공업 일반,64,11,4
직업탐구,공업 일반,63,17,7
직업탐구,공업 일반,62,16,10
직업탐구,공업 일반,61,14,7
직업탐구,공업 일반,60,11,5
직업탐구,공업 일반,59,17,2
직업탐구,공업 일반,58,8,2
직업탐구,공업 일반,57,20,2
직업탐구,공업 일반,56,15,3
직업탐구,공업 일반,55,12,5
직업탐구,공업 일반,54,16,4
직업탐구,공업 일반,53,26,5
직업탐구,공업 일반,52,22,5
직업탐구,공업 일반,51,16,6
직업탐구,공업 일반,50,11,1
직업탐구,공업 일반,49,37,10
직업탐구,공업 일반,48,22,10
직업탐구,공업 일반,47,20,4
직업탐구,공업 일반,46,60,15
직업탐구,공업 일반,45,30,10
직업탐구,공업 일반,44,35,6
직업탐구,공업 일반,43,107,16
직업탐구,공업 일반,42,109,27
직업탐구,공업 일반,41,31,8
직업탐구,공업 일반,40,24,4
직업탐구,공업 일반,39,22,4
직업탐구,공업 일반,38,43,7
직업탐구,공업 일반,37,8,1
직업탐구,공업 일반,36,7,1
직업탐구,공업 일반,35,4,1
직업탐구,공업 일반,34,6,0
직업탐구,상업 경제,71,13,11
직업탐구,상업 경제,69,6,5
직업탐구,상업 경제,68,16,15
직업탐구,상업 경제,67,11,7
직업탐구,상업 경제,66,7,12
직업탐구,상업 경제,65,8,16
직업탐구,상업 경제,64,3,8
직업탐구,상업 경제,63,13,22
직업탐구,상업 경제,62,2,5
직업탐구,상업 경제,61,2,7
직업탐구,상업 경제,60,12,10
직업탐구,상업 경제,59,6,8
직업탐구,상업 경제,58,6,4
직업탐구,상업 경제,57,11,19
직업탐구,상업 경제,56,3,9
직업탐구,상업 경제,55,5,7
직업탐구,상업 경제,54,9,13
직업탐구,상업 경제,53,5,12
직업탐구,상업 경제,52,4,18
직업탐구,상업 경제,51,7,36
직업탐구,상업 경제,50,5,13
직업탐구,상업 경제,49,4,12
직업탐구,상업 경제,48,17,34
직업탐구,상업 경제,47,5,20
직업탐구,상업 경제,46,6,9
직업탐구,상업 경제,45,23,36
직업탐구,상업 경제,44,11,19
직업탐구,상업 경제,43,13,26
직업탐구,상업 경제,42,27,36
직업탐구,상업 경제,41,47,50
직업탐구,상업 경제,40,9,16
직업탐구,상업 경제,39,22,31
직업탐구,상업 경제,38,8,4
직업탐구,상업 경제,37,5,5
직업탐구,상업 경제,36,10,13
직업탐구,상업 경제,35,5,9
직업탐구,상업 경제,33,1,1
직업탐구,수산·해운 산업 기초,82,1,0
직업탐구,수산·해운 산업 기초,76,1,0
직업탐구,수산·해운 산업 기초,69,1,0
직업탐구,수산·해운 산업 기초,68,1,1
직업탐구,수산·해운 산업 기초,67,0,1
직업탐구,수산·해운 산업 기초,61,1,0
직업탐구,수산·해운 산업 기초,60,1,1
직업탐구,수산·해운 산업 기초,59,0,1
직업탐구,수산·해운 산업 기초,57,0,1
직업탐구,수산·해운 산업 기초,55,1,0
직업탐구,수산·해운 산업 기초,54,2,0
직업탐구,수산·해운 산업 기초,53,2,1
직업탐구,수산·해운 산업 기초,52,1,3
직업탐구,수산·해운 산업 기초,50,1,0
직업탐구,수산·해운 산업 기초,49,3,3
직업탐구,수산·해운 산업 기초,46,2,0
직업탐구,수산·해운 산업 기초,45,2,1
직업탐구,수산·해운 산업 기초,44,1,0
직업탐구,수산·해운 산업 기초,43,9,1
직업탐구,수산·해운 산업 기초,42,1,0
직업탐구,수산·해운 산업 기초,41,3,1
직업탐구,수산·해운 산업 기초,37,2,1
직업탐구,수산·해운 산업 기초,36,1,0
직업탐구,인간 발달,74,10,14
직업탐구,인간 발달,72,4,5
직업탐구,인간 발달,71,5,9
직업탐구,인간 발달,70,1,0
직업탐구,인간 발달,69,5,6
직업탐구,인간 발달,68,7,16
직업탐구,인간 발달,67,4,9
직업탐구,인간 발달,66,3,5
직업탐구,인간 발달,65,7,15
직업탐구,인간 발달,64,2,8
직업탐구,인간 발달,63,3,11
직업탐구,인간 발달,62,12,23
직업탐구,인간 발달,61,4,14
직업탐구,인간 발달,60,2,13
직업탐구,인간 발달,59,8,14
직업탐구,인간 발달,58,8,16
직업탐구,인간 발달,57,20,35
직업탐구,인간 발달,56,12,21
직업탐구,인간 발달,55,17,13
직업탐구,인간 발달,54,11,15
직업탐구,인간 발달,53,9,18
직업탐구,인간 발달,52,11,26
직업탐구,인간 발달,51,18,33
직업탐구,인간 발달,50,8,16
직업탐구,인간 발달,49,9,18
직업탐구,인간 발달,48,17,23
직업탐구,인간 발달,47,12,18
직업탐구,인간 발달,46,17,19
직업탐구,인간 발달,45,25,46
직업탐구,인간 발달,44,15,17
직업탐구,인간 발달,43,53,47
직업탐구,인간 발달,42,31,33
직업탐구,인간 발달,41,6,11
직업탐구,인간 발달,40,16,21
직업탐구,인간 발달,39,19,33
직업탐구,인간 발달,38,9,11
직업탐구,인간 발달,37,20,30
직업탐구,인간 발달,36,4,4
직업탐구,인간 발달,35,7,6
직업탐구,인간 발달,34,9,11
직업탐구,인간 발달,33,1,3
직업탐구,인간 발달,31,0,4
